word,valence,arousal,dominance,concreteness,SUBTLEX,aoa
spaghetti sauce,,,,5.0,0.0,
sponge cake,,,,5.0,0.0,
squirt gun,,,,5.0,0.0,
stained glass,,,,5.0,0.0,
staple gun,,,,5.0,0.0,
station wagon,,,,5.0,0.0,
steak knife,,,,5.0,0.0,
steeringwheel,,,,5.0,0.0,5.41
string cheese,,,,5.0,0.0,
sweet potato,,,,5.0,0.0,
telephone book,,,,5.0,0.0,
telephone wire,,,,5.0,0.0,
tennis ball,,,,5.0,0.0,
tin foil,,,,5.0,0.0,
tiramisu,,,,5.0,0.0,
toilet paper,,,,5.0,0.0,
tomato sauce,,,,5.0,0.0,
towel rack,,,,5.0,0.0,
traffic lights,,,,5.0,0.0,
trench coat,,,,5.0,0.0,
waffle iron,,,,5.0,0.0,
wedding gown,,,,5.0,0.0,
wine bottle,,,,5.0,0.0,
alarmclock,,,,4.97,0.0,5.8
baking tray,,,,4.97,0.0,
basketball hoop,,,,4.97,0.0,
beachball,,,,4.97,0.0,4.95
bell pepper,,,,4.97,0.0,
blue jeans,,,,4.97,0.0,
boxing gloves,,,,4.97,0.0,
breadstick,,,,4.97,0.0,
bubble wrap,,,,4.97,0.0,
bus ticket,,,,4.97,0.0,
camera lens,,,,4.97,0.0,
candy cane,,,,4.97,0.0,
cash register,,,,4.97,0.0,
chocolate milk,,,,4.97,0.0,
coffee bean,,,,4.97,0.0,
cookie sheet,,,,4.97,0.0,
dancefloor,,,,4.97,0.0,
egg roll,,,,4.97,0.0,
flower garden,,,,4.97,0.0,
fruit salad,,,,4.97,0.0,
gas mask,,,,4.97,0.0,
golf club,,,,4.97,0.0,
grocery bag,,,,4.97,0.0,
ice pick,,,,4.97,0.0,
light bulb,,,,4.97,0.0,
mobile phone,,,,4.97,0.0,
name tag,,,,4.97,0.0,
parking ticket,,,,4.97,0.0,
pencilsharpener,,,,4.97,0.0,5.31
pocket calculator,,,,4.97,0.0,
pocket knife,,,,4.97,0.0,
pocket watch,,,,4.97,0.0,
projection screen,,,,4.97,0.0,
red carpet,,,,4.97,0.0,
rib cage,,,,4.97,0.0,
roast beef,,,,4.97,0.0,
sewing kit,,,,4.97,0.0,
ski mask,,,,4.97,0.0,
spider web,,,,4.97,0.0,
swimming trunks,,,,4.97,0.0,
tree trunk,,,,4.97,0.0,
wastepaper basket,,,,4.97,0.0,
air bag,,,,4.96,0.0,
airport terminal,,,,4.96,0.0,
baking sheet,,,,4.96,0.0,
baseball cap,,,,4.96,0.0,
beefburger,,,,4.96,2.0,
bluefin,,,,4.96,4.0,
boiled egg,,,,4.96,0.0,
bottle opener,,,,4.96,0.0,
broom handle,,,,4.96,0.0,
caesar salad,,,,4.96,0.0,
candy bar,,,,4.96,0.0,
cereal box,,,,4.96,0.0,
clothing store,,,,4.96,0.0,
coathanger,,,,4.96,0.0,5.36
comic book,,,,4.96,0.0,
debit card,,,,4.96,0.0,
digital watch,,,,4.96,0.0,
drinking glass,,,,4.96,0.0,
duct tape,,,,4.96,0.0,
fencepost,,,,4.96,0.0,
fire pit,,,,4.96,0.0,
first-aid kit,,,,4.96,0.0,
fishing pole,,,,4.96,0.0,
fishingpole,,,,4.96,0.0,6.18
front porch,,,,4.96,0.0,
garbage can,,,,4.96,0.0,
gasoline station,,,,4.96,0.0,
hard disk,,,,4.96,0.0,
hard-boiled egg,,,,4.96,0.0,
hospital room,,,,4.96,0.0,
hot chocolate,,,,4.96,0.0,
hot-air balloon,,,,4.96,0.0,
ice pack,,,,4.96,0.0,
ipad,,,,4.96,0.0,
jet plane,,,,4.96,0.0,
life jacket,,,,4.96,0.0,
magnifying glass,,,,4.96,0.0,
overhead projector,,,,4.96,0.0,
paper cup,,,,4.96,0.0,
pepper spray,,,,4.96,0.0,
phone cord,,,,4.96,0.0,
phonebook,,,,4.96,0.0,
pickup truck,,,,4.96,0.0,
piggy bank,,,,4.96,0.0,
pine tree,,,,4.96,0.0,
pogo stick,,,,4.96,0.0,
police car,,,,4.96,0.0,
police station,,,,4.96,0.0,
pooltable,,,,4.96,0.0,7.65
racecar,,,,4.96,0.0,
red cabbage,,,,4.96,0.0,
roller skates,,,,4.96,0.0,
safe-deposit box,,,,4.96,0.0,
safety belt,,,,4.96,0.0,
sandworm,,,,4.96,0.0,
sea urchin,,,,4.96,0.0,
sport coat,,,,4.96,0.0,
spring roll,,,,4.96,0.0,
steam engine,,,,4.96,0.0,
subway train,,,,4.96,0.0,
swing set,,,,4.96,0.0,
table salt,,,,4.96,0.0,
tennis racket,,,,4.96,0.0,
top hat,,,,4.96,0.0,
traffic signal,,,,4.96,0.0,
trash can,,,,4.96,0.0,
water bed,,,,4.96,0.0,
water pipe,,,,4.96,0.0,
water tap,,,,4.96,0.0,
wax paper,,,,4.96,0.0,
wedding dress,,,,4.96,0.0,
wineshop,,,,4.96,1.0,
mapleleaf,,,,4.95,0.0,9.41
flip flops,,,,4.94,0.0,
lip balm,,,,4.94,0.0,
water pistol,,,,4.94,0.0,
willow tree,,,,4.94,0.0,
aerosol can,,,,4.93,0.0,
air conditioner,,,,4.93,0.0,
apple pie,,,,4.93,0.0,
bank vault,,,,4.93,0.0,
barbecue pit,,,,4.93,0.0,
battery charger,,,,4.93,0.0,
bay window,,,,4.93,0.0,
beer can,,,,4.93,0.0,
birthday cake,,,,4.93,0.0,
black locust,,,,4.93,0.0,
bok choy,,,,4.93,0.0,
bulletin board,,,,4.93,0.0,
bunkbed,,,,4.93,0.0,6.48
bus shelter,,,,4.93,0.0,
cadillac,,,,4.93,292.0,
car mechanic,,,,4.93,0.0,
car seat,,,,4.93,0.0,
cattail,,,,4.93,0.0,
chess piece,,,,4.93,0.0,
chickpea,,,,4.93,0.0,
clownfish,,,,4.93,0.0,
coat hanger,,,,4.93,0.0,
coffee filter,,,,4.93,0.0,
coffee pot,,,,4.93,0.0,
combination lock,,,,4.93,0.0,
contact lens,,,,4.93,0.0,
cowboy hat,,,,4.93,0.0,
dish towel,,,,4.93,0.0,
dishcloth,,,,4.93,0.0,
dog collar,,,,4.93,0.0,
dogfood,,,,4.93,0.0,
easy chair,,,,4.93,0.0,
engagement ring,,,,4.93,0.0,
fish tank,,,,4.93,0.0,
fishnet stockings,,,,4.93,0.0,
football stadium,,,,4.93,0.0,
fountain pen,,,,4.93,0.0,
fruit cocktail,,,,4.93,0.0,
garlic butter,,,,4.93,0.0,
guinea pig,,,,4.93,0.0,
hair dryer,,,,4.93,0.0,
hazard lights,,,,4.93,0.0,
hearing aid,,,,4.93,0.0,
iceberg lettuce,,,,4.93,0.0,
ice-cream cone,,,,4.93,0.0,
ignition key,,,,4.93,0.0,
iphone,,,,4.93,0.0,
jigsaw puzzle,,,,4.93,0.0,
jogging suit,,,,4.93,0.0,
jumprope,,,,4.93,0.0,5.8
kitchen cabinet,,,,4.93,0.0,
lamb chop,,,,4.93,0.0,
laserdisc,,,,4.93,0.0,
lawn mower,,,,4.93,0.0,
lip gloss,,,,4.93,0.0,
microwave oven,,,,4.93,0.0,
milk can,,,,4.93,0.0,
mosquito net,,,,4.93,0.0,
napkin ring,,,,4.93,0.0,
oil rig,,,,4.93,0.0,
olive oil,,,,4.93,0.0,
outlet store,,,,4.93,0.0,
oxygen mask,,,,4.93,0.0,
peanut butter,,,,4.93,0.0,
pencil sharpener,,,,4.93,0.0,
pet shop,,,,4.93,0.0,
phone book,,,,4.93,0.0,
phone card,,,,4.93,0.0,
picture book,,,,4.93,0.0,
ping-pong table,,,,4.93,0.0,
pork roast,,,,4.93,0.0,
race car,,,,4.93,0.0,
racing car,,,,4.93,0.0,
racoon,,,,4.93,10.0,6.14
reception desk,,,,4.93,0.0,
remote control,,,,4.93,0.0,
rocking chair,,,,4.93,0.0,
school bus,,,,4.93,0.0,
scrap metal,,,,4.93,0.0,
shoulder bag,,,,4.93,0.0,
skin rash,,,,4.93,0.0,
space bar,,,,4.93,0.0,
street lamp,,,,4.93,0.0,
suntan lotion,,,,4.93,0.0,
swimming pool,,,,4.93,0.0,
table lamp,,,,4.93,0.0,
tape recorder,,,,4.93,0.0,
taperecorder,,,,4.93,0.0,8.5
telephone pole,,,,4.93,0.0,
trash bin,,,,4.93,0.0,
trenchcoat,,,,4.93,0.0,
tuning fork,,,,4.93,0.0,
tv set,,,,4.93,0.0,
vegetable oil,,,,4.93,0.0,
wall clock,,,,4.93,0.0,
water bottle,,,,4.93,0.0,
wooden horse,,,,4.93,0.0,
wooden leg,,,,4.93,0.0,
writing desk,,,,4.93,0.0,
aloe vera,,,,4.92,0.0,
belt buckle,,,,4.92,0.0,
brake light,,,,4.92,0.0,
bus stop,,,,4.92,0.0,
buzz saw,,,,4.92,0.0,
cable car,,,,4.92,0.0,
candy store,,,,4.92,0.0,
cotton wool,,,,4.92,0.0,
electric razor,,,,4.92,0.0,
garbage truck,,,,4.92,0.0,
garter snake,,,,4.92,0.0,
home plate,,,,4.92,0.0,
humvee,,,,4.92,0.0,
kleenex,,,,4.92,78.0,
meat loaf,,,,4.92,0.0,
road atlas,,,,4.92,0.0,
rockingchair,,,,4.92,0.0,5.78
seat belt,,,,4.92,0.0,
shopping bag,,,,4.92,0.0,
shoulder blade,,,,4.92,0.0,
silly putty,,,,4.92,0.0,
silver foil,,,,4.92,0.0,
velcro,,,,4.92,43.0,11.48
water tower,,,,4.92,0.0,
wateringcan,,,,4.92,0.0,7.22
juniper berries,,,,4.91,0.0,
rocking horse,,,,4.91,0.0,
sea gull,,,,4.91,0.0,
window pane,,,,4.91,0.0,
body lotion,,,,4.9,0.0,
boxer shorts,,,,4.9,0.0,
bubble gum,,,,4.9,0.0,
bulletproof vest,,,,4.9,0.0,
christmas tree,,,,4.9,0.0,
clock radio,,,,4.9,0.0,
cocktail shaker,,,,4.9,0.0,
conveyor belt,,,,4.9,0.0,
cooking oil,,,,4.9,0.0,
deerskin,,,,4.9,1.0,
dinner plate,,,,4.9,0.0,
drum kit,,,,4.9,0.0,
fire truck,,,,4.9,0.0,
fish bowl,,,,4.9,0.0,
gas tank,,,,4.9,0.0,
gift shop,,,,4.9,0.0,
gingerbread man,,,,4.9,0.0,
green beans,,,,4.9,0.0,
hand grenade,,,,4.9,0.0,
kitchen sink,,,,4.9,0.0,
milk shake,,,,4.9,0.0,
pay phone,,,,4.9,0.0,
pencil eraser,,,,4.9,0.0,
plastic film,,,,4.9,0.0,
post office,,,,4.9,0.0,
punch card,,,,4.9,0.0,
rain forest,,,,4.9,0.0,
roof rack,,,,4.9,0.0,
roulette wheel,,,,4.9,0.0,
salad bar,,,,4.9,0.0,
shopping mall,,,,4.9,0.0,
soup bowl,,,,4.9,0.0,
sumo wrestler,,,,4.9,0.0,
talcum powder,,,,4.9,0.0,
ticket office,,,,4.9,0.0,
vaseline,,,,4.9,41.0,
vending machine,,,,4.9,0.0,
video camera,,,,4.9,0.0,
videogame,,,,4.9,0.0,
wine glass,,,,4.9,0.0,
wrist watch,,,,4.9,0.0,
baby carriage,,,,4.89,0.0,
back seat,,,,4.89,0.0,
baseball game,,,,4.89,0.0,
baseball glove,,,,4.89,0.0,
basketball court,,,,4.89,0.0,
breadcrumb,,,,4.89,0.0,
cake mix,,,,4.89,0.0,
cigarette case,,,,4.89,0.0,
cigarette lighter,,,,4.89,0.0,
coffee mug,,,,4.89,0.0,
convenience store,,,,4.89,0.0,
creditcard,,,,4.89,0.0,9.73
creme brulee,,,,4.89,0.0,
elastic band,,,,4.89,0.0,
electric chair,,,,4.89,0.0,
eskimo,,,,4.89,84.0,7.12
eyebrow pencil,,,,4.89,0.0,
flight attendant,,,,4.89,0.0,
flower bed,,,,4.89,0.0,
food processor,,,,4.89,0.0,
freight car,,,,4.89,0.0,
french bread,,,,4.89,0.0,
fryingpan,,,,4.89,0.0,6.81
ginger ale,,,,4.89,0.0,
hayfork,,,,4.89,0.0,
hotel clerk,,,,4.89,0.0,
id card,,,,4.89,0.0,
index finger,,,,4.89,0.0,
jetski,,,,4.89,0.0,
jump suit,,,,4.89,0.0,
lemon juice,,,,4.89,0.0,
license plate,,,,4.89,0.0,
mail slot,,,,4.89,0.0,
middle finger,,,,4.89,0.0,
music box,,,,4.89,0.0,
paper bag,,,,4.89,0.0,
parking meter,,,,4.89,0.0,
personal computer,,,,4.89,0.0,
pet food,,,,4.89,0.0,
phone booth,,,,4.89,0.0,
playstation,,,,4.89,0.0,
punch bowl,,,,4.89,0.0,
rice pudding,,,,4.89,0.0,
roast pork,,,,4.89,0.0,
seabird,,,,4.89,0.0,
shower cap,,,,4.89,0.0,
shuttle bus,,,,4.89,0.0,
silicon chip,,,,4.89,0.0,
ski jacket,,,,4.89,0.0,
soccer ball,,,,4.89,0.0,
soft drink,,,,4.89,0.0,
spare ribs,,,,4.89,0.0,
spiral staircase,,,,4.89,0.0,
sun hat,,,,4.89,0.0,
telephone cord,,,,4.89,0.0,
tin can,,,,4.89,0.0,
washing machine,,,,4.89,0.0,
water jug,,,,4.89,0.0,
water meter,,,,4.89,0.0,
wedding cake,,,,4.89,0.0,
window box,,,,4.89,0.0,
window glass,,,,4.89,0.0,
wine bar,,,,4.89,0.0,
xbox,,,,4.89,0.0,
banana split,,,,4.88,0.0,
bay leaf,,,,4.88,0.0,
church bell,,,,4.88,0.0,
cotton candy,,,,4.88,0.0,
dog food,,,,4.88,0.0,
dreidel,,,,4.88,14.0,
dried fruit,,,,4.88,0.0,
feather duster,,,,4.88,0.0,
home appliance,,,,4.88,0.0,
hot-water bottle,,,,4.88,0.0,
kevlar,,,,4.88,0.0,
photo booth,,,,4.88,0.0,
pool table,,,,4.88,0.0,
print shop,,,,4.88,0.0,
punching bag,,,,4.88,0.0,
railroadtracks,,,,4.88,0.0,7.05
rollingpin,,,,4.88,0.0,7.6
slotmachine,,,,4.88,0.0,11.81
subwoofer,,,,4.88,0.0,
sugar beet,,,,4.88,0.0,
swimmingpool,,,,4.88,0.0,4.2
toiletpaper,,,,4.88,0.0,5.09
treehouse,,,,4.88,0.0,
whipped cream,,,,4.88,0.0,
corn field,,,,4.87,0.0,
cut glass,,,,4.87,0.0,
double door,,,,4.87,0.0,
false teeth,,,,4.87,0.0,
fire engine,,,,4.87,0.0,
fire hose,,,,4.87,0.0,
foot pedal,,,,4.87,0.0,
french fries,,,,4.87,0.0,
goat cheese,,,,4.87,0.0,
hair gel,,,,4.87,0.0,
hot dog,,,,4.87,0.0,
passion fruit,,,,4.87,0.0,
placemat,,,,4.87,0.0,
plane ticket,,,,4.87,0.0,
powdered milk,,,,4.87,0.0,
skating rink,,,,4.87,0.0,
sour cream,,,,4.87,0.0,
train station,,,,4.87,0.0,
waste basket,,,,4.87,0.0,
window screen,,,,4.87,0.0,
ankle bracelet,,,,4.86,0.0,
armored vehicle,,,,4.86,0.0,
banana peel,,,,4.86,0.0,
bathing suit,,,,4.86,0.0,
beer bottle,,,,4.86,0.0,
book bag,,,,4.86,0.0,
bookbag,,,,4.86,0.0,
bow tie,,,,4.86,0.0,
bus driver,,,,4.86,0.0,
bus station,,,,4.86,0.0,
cargo ship,,,,4.86,0.0,
cd player,,,,4.86,0.0,
checkered flag,,,,4.86,0.0,
chess set,,,,4.86,0.0,
christmas card,,,,4.86,0.0,
cocker spaniel,,,,4.86,0.0,
cold sore,,,,4.86,0.0,
cookie jar,,,,4.86,0.0,
cuckoo clock,,,,4.86,0.0,
dairy farm,,,,4.86,0.0,
deck chair,,,,4.86,0.0,
delivery boy,,,,4.86,0.0,
emergency exit,,,,4.86,0.0,
eyeshadow,,,,4.86,0.0,
family room,,,,4.86,0.0,
filing cabinet,,,,4.86,0.0,
fishing line,,,,4.86,0.0,
fishinghook,,,,4.86,0.0,7.69
flashcard,,,,4.86,0.0,
football field,,,,4.86,0.0,
french toast,,,,4.86,0.0,
gasmask,,,,4.86,0.0,10.47
ice rink,,,,4.86,0.0,
ipod,,,,4.86,0.0,
kitchen stove,,,,4.86,0.0,
knife blade,,,,4.86,0.0,
laser printer,,,,4.86,0.0,
library card,,,,4.86,0.0,
log cabin,,,,4.86,0.0,
lounge chair,,,,4.86,0.0,
mineral water,,,,4.86,0.0,
movie theater,,,,4.86,0.0,
nail clippers,,,,4.86,0.0,
nursing home,,,,4.86,0.0,
paper mill,,,,4.86,0.0,
picket fence,,,,4.86,0.0,
plastic bag,,,,4.86,0.0,
power line,,,,4.86,0.0,
power plant,,,,4.86,0.0,
radio transmitter,,,,4.86,0.0,
ring finger,,,,4.86,0.0,
road sign,,,,4.86,0.0,
rope ladder,,,,4.86,0.0,
scotch tape,,,,4.86,0.0,
shoe polish,,,,4.86,0.0,
shopping cart,,,,4.86,0.0,
ski pole,,,,4.86,0.0,
steel band,,,,4.86,0.0,
steering wheel,,,,4.86,0.0,
straw hat,,,,4.86,0.0,
stretch pants,,,,4.86,0.0,
sweatsuit,,,,4.86,3.0,
swivel chair,,,,4.86,0.0,
television set,,,,4.86,0.0,
toaster oven,,,,4.86,0.0,
toilet tissue,,,,4.86,0.0,
towboat,,,,4.86,0.0,
town hall,,,,4.86,0.0,
traffic cop,,,,4.86,0.0,
tube top,,,,4.86,0.0,
umbilical cord,,,,4.86,0.0,
water faucet,,,,4.86,0.0,
water lily,,,,4.86,0.0,
wind tunnel,,,,4.86,0.0,
window washer,,,,4.86,0.0,
armored car,,,,4.85,0.0,
ball park,,,,4.85,0.0,
ballpoint pen,,,,4.85,0.0,
buttercream,,,,4.85,0.0,
carriage house,,,,4.85,0.0,
curling iron,,,,4.85,0.0,
dance floor,,,,4.85,0.0,
data file,,,,4.85,0.0,
easter egg,,,,4.85,0.0,
felt-tip pen,,,,4.85,0.0,
file cabinet,,,,4.85,0.0,
fire hydrant,,,,4.85,0.0,
fire station,,,,4.85,0.0,
grizzly bear,,,,4.85,0.0,
hand luggage,,,,4.85,0.0,
headscarf,,,,4.85,0.0,
hockey stick,,,,4.85,0.0,
hymnbook,,,,4.85,0.0,
milk powder,,,,4.85,0.0,
minibar,,,,4.85,52.0,
motel room,,,,4.85,0.0,
motor scooter,,,,4.85,0.0,
muppet,,,,4.85,0.0,
oil well,,,,4.85,0.0,
phone bill,,,,4.85,0.0,
phototube,,,,4.85,0.0,
piano stool,,,,4.85,0.0,
ping-pong ball,,,,4.85,0.0,
plaster cast,,,,4.85,0.0,
plasterboard,,,,4.85,0.0,
polo shirt,,,,4.85,0.0,
pot roast,,,,4.85,0.0,
punchingbag,,,,4.85,0.0,7.92
safetypin,,,,4.85,0.0,6.53
satellite dish,,,,4.85,0.0,
sea bass,,,,4.85,0.0,
shoebox,,,,4.85,0.0,
solar panel,,,,4.85,0.0,
teacake,,,,4.85,0.0,
treeline,,,,4.85,7.0,
twin bed,,,,4.85,0.0,
underwire,,,,4.85,0.0,
walking stick,,,,4.85,0.0,
washingmachine,,,,4.85,0.0,4.8
apple tree,,,,4.84,0.0,
christmastree,,,,4.84,0.0,4.14
coffee can,,,,4.84,0.0,
emergency room,,,,4.84,0.0,
ice water,,,,4.84,0.0,
keelboat,,,,4.84,0.0,
marblewood,,,,4.84,0.0,
metal detector,,,,4.84,0.0,
oillamp,,,,4.84,0.0,9.97
pencil skirt,,,,4.84,0.0,
scrambled egg,,,,4.84,0.0,
addressbook,,,,4.83,0.0,
air base,,,,4.83,0.0,
body armor,,,,4.83,0.0,
breastmilk,,,,4.83,0.0,
candle flame,,,,4.83,0.0,
car horn,,,,4.83,0.0,
chili pepper,,,,4.83,0.0,
coal mine,,,,4.83,0.0,
coffee shop,,,,4.83,0.0,
computer screen,,,,4.83,0.0,
computer store,,,,4.83,0.0,
cornhusk,,,,4.83,0.0,
dress shop,,,,4.83,0.0,
egg white,,,,4.83,0.0,
ferris wheel,,,,4.83,0.0,
firing squad,,,,4.83,0.0,
fishing gear,,,,4.83,0.0,
fishing rod,,,,4.83,0.0,
fishtank,,,,4.83,0.0,5.94
fitting room,,,,4.83,0.0,
fur coat,,,,4.83,0.0,
garter belt,,,,4.83,0.0,
gokart,,,,4.83,0.0,8.81
health spa,,,,4.83,0.0,
horsemeat,,,,4.83,0.0,
ironingboard,,,,4.83,0.0,6.58
keycard,,,,4.83,0.0,
liquor store,,,,4.83,0.0,
mousepad,,,,4.83,0.0,
musical instrument,,,,4.83,0.0,
mustard seed,,,,4.83,0.0,
pencil case,,,,4.83,0.0,
piecrust,,,,4.83,0.0,
piggybank,,,,4.83,0.0,5.51
prayer book,,,,4.83,0.0,
prison cell,,,,4.83,0.0,
salad bowl,,,,4.83,0.0,
sea horse,,,,4.83,0.0,
shoe store,,,,4.83,0.0,
side door,,,,4.83,0.0,
slot machine,,,,4.83,0.0,
string quartet,,,,4.83,0.0,
sun deck,,,,4.83,0.0,
table tennis,,,,4.83,0.0,
tee shirt,,,,4.83,0.0,
toilet bowl,,,,4.83,0.0,
vendingmachine,,,,4.83,0.0,6.98
wedding ring,,,,4.83,0.0,
white sauce,,,,4.83,0.0,
woodstove,,,,4.83,0.0,
calender,,,,4.82,3.0,
chicken leg,,,,4.82,0.0,
dental floss,,,,4.82,0.0,
doorhandle,,,,4.82,0.0,
fish farm,,,,4.82,0.0,
gun barrel,,,,4.82,0.0,
hang glider,,,,4.82,0.0,
iced tea,,,,4.82,0.0,
icemaker,,,,4.82,0.0,
japan,,,,4.82,791.0,7.33
mince pie,,,,4.82,0.0,
mountain climber,,,,4.82,0.0,
paddlefish,,,,4.82,0.0,
pinewoods,,,,4.82,0.0,
rice paper,,,,4.82,0.0,
roadmap,,,,4.82,0.0,
salad oil,,,,4.82,0.0,
sketch pad,,,,4.82,0.0,
space shuttle,,,,4.82,0.0,
sugar cane,,,,4.82,0.0,
tupperware,,,,4.82,0.0,
water tank,,,,4.82,0.0,
whisk broom,,,,4.82,0.0,
air pump,,,,4.81,0.0,
bank card,,,,4.81,0.0,
bed linen,,,,4.81,0.0,
black box,,,,4.81,0.0,
booster seat,,,,4.81,0.0,
brain scan,,,,4.81,0.0,
butcher knife,,,,4.81,0.0,
canopener,,,,4.81,0.0,6.96
check mark,,,,4.81,0.0,
chicken wire,,,,4.81,0.0,
chive,,,,4.81,0.0,11.07
chocolate mousse,,,,4.81,0.0,
cigar box,,,,4.81,0.0,
dalmatian,,,,4.81,37.0,6.06
drycleaner,,,,4.81,0.0,
evening gown,,,,4.81,0.0,
freight train,,,,4.81,0.0,
golf cart,,,,4.81,0.0,
golf course,,,,4.81,0.0,
hand mirror,,,,4.81,0.0,
hunting lodge,,,,4.81,0.0,
jewelry store,,,,4.81,0.0,
jumbo jet,,,,4.81,0.0,
mole rat,,,,4.81,0.0,
motion picture,,,,4.81,0.0,
paraglider,,,,4.81,2.0,
patrol car,,,,4.81,0.0,
postage stamp,,,,4.81,0.0,
quill pen,,,,4.81,0.0,
silverplate,,,,4.81,0.0,
soupspoon,,,,4.81,0.0,
sun porch,,,,4.81,0.0,
sweat suit,,,,4.81,0.0,
weed killer,,,,4.81,0.0,
zoom lens,,,,4.81,0.0,
air filter,,,,4.8,0.0,
baseball player,,,,4.8,0.0,
bowler hat,,,,4.8,0.0,
checkbox,,,,4.8,0.0,
chewing gum,,,,4.8,0.0,
comic strip,,,,4.8,0.0,
cruise missile,,,,4.8,0.0,
diving board,,,,4.8,0.0,
drainage ditch,,,,4.8,0.0,
fieldworker,,,,4.8,0.0,
flute player,,,,4.8,0.0,
horsetail,,,,4.8,0.0,
jazz band,,,,4.8,0.0,
kickstand,,,,4.8,0.0,
oil lamp,,,,4.8,0.0,
plexiglas,,,,4.8,15.0,
radiophone,,,,4.8,0.0,
smoke detector,,,,4.8,0.0,
soapsuds,,,,4.8,0.0,
spice rack,,,,4.8,0.0,
sprinkler system,,,,4.8,0.0,
sugar cube,,,,4.8,0.0,
swiss chard,,,,4.8,0.0,
tapemeasure,,,,4.8,0.0,8.34
tea bag,,,,4.8,0.0,
theme park,,,,4.8,0.0,
threshing machine,,,,4.8,0.0,
toadfish,,,,4.8,0.0,
wooden spoon,,,,4.8,0.0,
apartment building,,,,4.79,0.0,
automatic pistol,,,,4.79,0.0,
baby powder,,,,4.79,0.0,
bank robber,,,,4.79,0.0,
blow dryer,,,,4.79,0.0,
butcher shop,,,,4.79,0.0,
carbon paper,,,,4.79,0.0,
celery salt,,,,4.79,0.0,
cover letter,,,,4.79,0.0,
creme caramel,,,,4.79,0.0,
deckhouse,,,,4.79,0.0,
doorsill,,,,4.79,0.0,
double chin,,,,4.79,0.0,
duffel bag,,,,4.79,0.0,
flying saucer,,,,4.79,0.0,
funeral home,,,,4.79,0.0,
garden hose,,,,4.79,0.0,
gas station,,,,4.79,0.0,
gift wrap,,,,4.79,0.0,
glass eye,,,,4.79,0.0,
hoodie,,,,4.79,10.0,
letter opener,,,,4.79,0.0,
life vest,,,,4.79,0.0,
lightsaber,,,,4.79,0.0,
love seat,,,,4.79,0.0,
luggage rack,,,,4.79,0.0,
measuring stick,,,,4.79,0.0,
meat grinder,,,,4.79,0.0,
minidress,,,,4.79,0.0,
nail file,,,,4.79,0.0,
oil refinery,,,,4.79,0.0,
paper clip,,,,4.79,0.0,
rain drop,,,,4.79,0.0,
rolex,,,,4.79,0.0,
sailor suit,,,,4.79,0.0,
salesclerk,,,,4.79,0.0,
school principal,,,,4.79,0.0,
ski lodge,,,,4.79,0.0,
sleeping bag,,,,4.79,0.0,
sperm bank,,,,4.79,0.0,
state prison,,,,4.79,0.0,
sweet corn,,,,4.79,0.0,
tarot card,,,,4.79,0.0,
telephone booth,,,,4.79,0.0,
truck driver,,,,4.79,0.0,
tuna fish,,,,4.79,0.0,
turn signal,,,,4.79,0.0,
war memorial,,,,4.79,0.0,
yellowpages,,,,4.79,0.0,
art gallery,,,,4.78,0.0,
birthday card,,,,4.78,0.0,
butternut squash,,,,4.78,0.0,
cash machine,,,,4.78,0.0,
compost heap,,,,4.78,0.0,
dining room,,,,4.78,0.0,
handgrenade,,,,4.78,0.0,10.74
hempseed,,,,4.78,0.0,
jelly roll,,,,4.78,0.0,
office furniture,,,,4.78,0.0,
oil tanker,,,,4.78,0.0,
old lady,,,,4.78,0.0,
parking space,,,,4.78,0.0,
razor blade,,,,4.78,0.0,
redfish,,,,4.78,0.0,
residential home,,,,4.78,0.0,
sandwich board,,,,4.78,0.0,
sewingmachine,,,,4.78,0.0,5.71
shopping center,,,,4.78,0.0,
ski boots,,,,4.78,0.0,
sofa bed,,,,4.78,0.0,
step stool,,,,4.78,0.0,
stun gun,,,,4.78,0.0,
trolley car,,,,4.78,0.0,
whiteboard,,,,4.78,0.0,
bee sting,,,,4.77,0.0,
chamber pot,,,,4.77,0.0,
clothesbasket,,,,4.77,0.0,
ear canal,,,,4.77,0.0,
farm worker,,,,4.77,0.0,
fruit fly,,,,4.77,0.0,
frying pan,,,,4.77,0.0,
glove compartment,,,,4.77,0.0,
hand towel,,,,4.77,0.0,
iceskate,,,,4.77,0.0,7.97
lilly,,,,4.77,238.0,7.44
millipede,,,,4.77,0.0,
ovenware,,,,4.77,0.0,
reclining chair,,,,4.77,0.0,
salad dressing,,,,4.77,0.0,
shaving cream,,,,4.77,0.0,
tennis court,,,,4.77,0.0,
tommy gun,,,,4.77,0.0,
touchpad,,,,4.77,0.0,
tumble dryer,,,,4.77,0.0,
vacuumcleaner,,,,4.77,0.0,5.68
baking powder,,,,4.76,0.0,
bar code,,,,4.76,0.0,
birthday party,,,,4.76,0.0,
black pudding,,,,4.76,0.0,
blood vessel,,,,4.76,0.0,
cell phone,,,,4.76,0.0,
city hall,,,,4.76,0.0,
coat rack,,,,4.76,0.0,
disk drive,,,,4.76,0.0,
dressing room,,,,4.76,0.0,
elevator shaft,,,,4.76,0.0,
harddisk,,,,4.76,0.0,
hound dog,,,,4.76,0.0,
ice storm,,,,4.76,0.0,
jet engine,,,,4.76,0.0,
